Место;Координаты;Год;Что измеряем; Значение
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2014;Цветность, град.;5
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2014;pH;8,16
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2014;Кислород;9,98
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2014;Сульфаты;83
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2014;Хлориды;35,7
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2014;Сумма ионов (минерализация) , мг/л;404
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2014;Общая жесткость, ммоль/л;4,8
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2014;Азот нитритный, мг/л;0,015
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2014;Азот нитратный, мг/л;1,99
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2014;ВПК 5, мг/л;0,7
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2014;Нефтепродукты, мг/л;0,01
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;Температура воды, град.;10,9
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;Взвешенные вещества, мг/л;2245,4
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;Цветность, град.;6
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;pH;8,13
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;Кислород;10,39
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;Сульфаты;92,6
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;Хлориды;45,9
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;Сумма ионов (минерализация) , мг/л;419
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;Общая жесткость, ммоль/л;4,58
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;Азот нитритный, мг/л;0,012
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;Азот нитратный, мг/л;2,53
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;ВПК 5, мг/л;1,03
р. Ноуруз - с. Новопокровка, в черте села, 0,2 м;42.885323, 74.704267;2015;Нефтепродукты, мг/л;0,01
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;Температура воды, град.;9,9
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;Взвешенные вещества, мг/л;42
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;Цветность, град.;6
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;pH;7,89
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;Кислород;9,85
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;Сульфаты;28,4
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;Хлориды;5,4
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;Сумма ионов (минерализация) , мг/л;120
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;Общая жесткость, ммоль/л;1,52
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;Азот нитритный, мг/л;0,004
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;Азот нитратный, мг/л;1,23
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;ВПК 5, мг/л;1,18
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2011;Нефтепродукты, мг/л;0,01
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;Температура воды, град.;10,8
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;Взвешенные вещества, мг/л;44,1
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;Цветность, град.;5
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;pH;8,04
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;Кислород;10,01
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;Сульфаты;22,8
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;Хлориды;6,1
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;Сумма ионов (минерализация) , мг/л;114
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;Общая жесткость, ммоль/л;1,48
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;Азот нитритный, мг/л;0,005
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;Азот нитратный, мг/л;1,07
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;ВПК 5, мг/л;0,68
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2012;Нефтепродукты, мг/л;0,01
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;Температура воды, град.;6,7
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;Взвешенные вещества, мг/л;128,7
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;Цветность, град.;5
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;pH;7,96
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;Кислород;11,12
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;Сульфаты;26,5
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;Хлориды;6,1
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;Сумма ионов (минерализация) , мг/л;127
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;Общая жесткость, ммоль/л;1,64
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;Азот нитритный, мг/л;0,006
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;Азот нитратный, мг/л;1,49
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;ВПК 5, мг/л;1,1
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2013;Нефтепродукты, мг/л;0,01
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;Температура воды, град.;8,9
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;Взвешенные вещества, мг/л;58,7
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;Цветность, град.;5
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;pH;8,06
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;Кислород;11,2
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;Сульфаты;24,9
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;Хлориды;5,6
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;Сумма ионов (минерализация) , мг/л;124
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;Общая жесткость, ммоль/л;1,62
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;Азот нитритный, мг/л;0,004
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;Азот нитратный, мг/л;1,35
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;ВПК 5, мг/л;1,24
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2014;Нефтепродукты, мг/л;0,01
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;Температура воды, град.;9,1
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;Взвешенные вещества, мг/л;39,7
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;Цветность, град.;4
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;pH;7,97
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;Кислород;10,8
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;Сульфаты;25,6
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;Хлориды;4,4
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;Сумма ионов (минерализация) , мг/л;125
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;Общая жесткость, ммоль/л;1,62
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;Азот нитритный, мг/л;0,017
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;Азот нитратный, мг/л;1,01
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;ВПК 5, мг/л;1,17
р. Аламедин - г. Бишкек, 1 км выше города, 0,2 м;42.796615, 74.649026;2015;Нефтепродукты, мг/л;0,01
